,return_top20,Date,return_top10,return_top5,return_randamu,Mkt-RF,Mkt-Rf_div100,SMB,HML,RF, S&P ,SMB-Rf,HML-RF,Mkt-Rf_Cum,SMB-Rf_Cum,HML-RF_Cum,SP500_Return,top20-RF,top10-RF,top5-RF,randamu-RF,RF_div100
72,-0.01070970205,2008-02-01,-0.019150697400000003,-0.0712657538,0.011964427587999997,-3.09,-0.0309,-0.43,-0.84,0.13,-0.04,-0.0056,-0.0097,1.164262301,1.013890352,1.071331166,1.132812924,-0.012009702050000001,-0.020450697400000002,-0.0725657538,0.010664427587999997,0.0013
73,0.06197838483500001,2008-03-01,0.06406596194000001,0.07936428068000001,0.023422346335000004,-0.93,-0.0093,0.71,0.3,0.17,-0.01,0.0054,0.0013,1.153434661,1.01936536,1.072723897,1.126041634,0.06027838483500001,0.06236596194000001,0.07766428068,0.021722346335000003,0.0017000000000000001
74,0.045769257853999996,2008-04-01,0.019130490260000004,-0.009572376,0.035038726914,4.6,0.046,-1.72,-0.94,0.18,0.05,-0.019,-0.0112,1.206492656,0.999997418,1.060709389,1.178347326,0.04396925785399999,0.017330490260000005,-0.011372376,0.033238726914,0.0018
75,-0.09802123425,2008-05-01,-0.12077786830000001,-0.17915810000000001,-0.08923229422,1.86,0.0186,2.96,-1.43,0.18,0.01,0.0278,-0.0161,1.228933419,1.027797346,1.043631968,1.190858531,-0.09982123425,-0.1225778683,-0.1809581,-0.09103229421999999,0.0018
76,-0.015588425520000001,2008-06-01,-0.016919045539999997,-0.02761877019999999,-0.022133319385000003,-8.44,-0.0844,1.23,-2.71,0.17,-0.09,0.0106,-0.0288,1.125211439,1.038691998,1.013575367,1.083819938,-0.01728842552,-0.018619045539999997,-0.02931877019999999,-0.023833319385000003,0.0017000000000000001
77,0.028890482472000004,2008-07-01,0.0479198501,0.0575404324,0.022886838244499996,-0.77,-0.0077,2.61,5.42,0.15,-0.01,0.0246,0.0527,1.11654731,1.064243821,1.066990789,1.073081124,0.027390482472000002,0.0464198501,0.0560404324,0.021386838244499995,0.0015
78,-0.11630470311999999,2008-08-01,-0.16414744954,-0.19403981047999996,-0.09838646296500002,1.53,0.0153,3.6,1.59,0.13,0.01,0.0347,0.0146,1.133630484,1.101173082,1.082568854,1.086083431,-0.11760470311999999,-0.16544744953999999,-0.19533981047999996,-0.09968646296500001,0.0013
79,-0.20149711805000003,2008-09-01,-0.19197308800000001,-0.22383332840000003,-0.22818304095,-9.24,-0.0924,-1.23,5.91,0.15,-0.1,-0.0138,0.0576,1.028883028,1.085976893,1.14492482,0.982709155,-0.20299711805000004,-0.19347308800000002,-0.22533332840000003,-0.22968304095,0.0015
80,-0.04734539109500001,2008-10-01,-0.06688489939,-0.10579293499999999,-0.054937029285,-17.23,-0.1723,-2.6,-2.3,0.08,-0.19,-0.0268,-0.0238,0.851606482,1.056872712,1.11767561,0.800282481,-0.04814539109500001,-0.06768489939,-0.10659293499999999,-0.055737029285,0.0008
81,0.04918727051150001,2008-11-01,0.03382941475,0.10296443700000002,0.09888619453000001,-7.86,-0.0786,-2.85,-6.31,0.03,-0.08,-0.0288,-0.0634,0.784670212,1.026434778,1.046814976,0.738021827,0.048887270511500006,0.03352941475,0.10266443700000003,0.09858619453000002,0.0003
82,-0.08364728808900002,2008-12-01,-0.056621710000000006,-0.039291209800000004,-0.058996428664000004,1.74,0.0174,3.46,0.14,0.0,0.01,0.0346,0.0014,0.798323474,1.061949422,1.048280517,0.743771855,-0.08364728808900002,-0.056621710000000006,-0.039291209800000004,-0.058996428664000004,0.0
83,-0.027717881889999997,2009-01-01,0.005333864899999997,0.0361650256,-0.0778435417,-8.12,-0.0812,0.07,-11.29,0.0,-0.09,0.0007,-0.1129,0.733499608,1.062692786,0.929929647,0.677167171,-0.027717881889999997,0.005333864899999997,0.0361650256,-0.0778435417,0.0
84,0.12406721341500002,2009-02-01,0.12277109439999999,0.13253271419999998,0.09313077827000002,-10.1,-0.101,0.05,-6.95,0.01,-0.12,0.0004,-0.0696,0.659416148,1.063117863,0.865206543,0.598306622,0.12396721341500001,0.12267109439999999,0.1324327142,0.09303077827000002,0.0001
85,0.13145548875000002,2009-03-01,0.10364184860000002,0.06442878140000001,0.11869881905000003,8.95,0.0895,0.03,3.47,0.02,0.08,0.0001,0.0345,0.718433893,1.063224175,0.895056169,0.647339487,0.13125548875,0.10344184860000001,0.0642287814,0.11849881905000002,0.0002
86,0.06266465613500001,2009-04-01,0.11878509520000001,0.17310609660000004,0.026370492199999998,10.18,0.1018,5.4,5.36,0.01,0.09,0.0539,0.0535,0.791570463,1.120531958,0.942941674,0.705452587,0.06256465613500001,0.11868509520000001,0.17300609660000005,0.0262704922,0.0001
87,0.022058309199999997,2009-05-01,0.0438045203,0.09961586380000001,-0.006208947985000002,5.21,0.0521,-2.52,0.28,0.0,0.05,-0.0252,0.0028,0.832811284,1.092294553,0.945581911,0.741938989,0.022058309199999997,0.0438045203,0.09961586380000001,-0.006208947985000002,0.0
88,0.09363567700000001,2009-06-01,0.0756378771,0.0970947496,0.14747787437000004,0.43,0.0043,2.63,-2.73,0.01,0.0,0.0262,-0.0274,0.836392373,1.12091267,0.919672966,0.742084272,0.09353567700000001,0.0755378771,0.0969947496,0.14737787437000005,0.0001
89,0.0423488103,2009-07-01,0.027961747900000004,0.0222203674,0.054819597975000016,7.72,0.0772,1.87,4.83,0.01,0.07,0.0186,0.0482,0.900961864,1.141761646,0.964001203,0.795159606,0.042248810299999995,0.027861747900000004,0.0221203674,0.05471959797500001,0.0001
90,0.044637819455000005,2009-08-01,0.05156489878,0.029432011759999998,0.11640169758600001,3.33,0.0333,-1.08,7.63,0.01,0.03,-0.0109,0.0762,0.930963894,1.129316444,1.037458095,0.821407285,0.044537819455,0.05146489878,0.02933201176,0.11630169758600001,0.0001
91,0.004498732800000002,2009-09-01,-0.01530355695,-0.012282399899999994,-0.03915854386,4.08,0.0408,2.43,1.05,0.01,0.04,0.0242,0.0104,0.968947221,1.156645902,1.048247659,0.850238767,0.004398732800000002,-0.01540355695,-0.012382399899999993,-0.03925854386,0.0001
92,0.08138376384000001,2009-10-01,0.057604213380000005,0.04720008596,0.058283974905,-2.59,-0.0259,-4.35,-4.21,0.0,-0.02,-0.0435,-0.0421,0.943851488,1.106331805,1.004116433,0.833268115,0.08138376384000001,0.057604213380000005,0.04720008596,0.058283974905,0.0
93,0.037984194335000006,2009-11-01,0.06388631780000001,0.1108995264,0.07611910727000001,5.56,0.0556,-2.4,-0.34,0.0,0.06,-0.024,-0.0034,0.996329631,1.079779842,1.000702437,0.879746991,0.037984194335000006,0.06388631780000001,0.1108995264,0.07611910727000001,0.0
