Date,Mkt-RF,Mkt-Rf_div100,SMB,HML,RF, S&P ,SMB-Rf,HML-RF,Mkt-Rf_Cum,SMB-Rf_Cum,HML-RF_Cum
202001,-0.11,-0.0011,-3.11,-6.25,0.13,0,-0.0324,-0.0638,3.462138175,1.006301319,0.679804934
202002,-8.13,-0.0813,1.07,-3.81,0.12,-0.09,0.0095,-0.0393,3.180666341,1.015861182,0.6530886
202003,-13.39,-0.1339,-4.83,-13.87,0.13,-0.13,-0.0496,-0.14,2.754775118,0.965474467,0.561656196
202004,13.65,0.1365,2.45,-1.33,0,0.12,0.0245,-0.0133,3.130801922,0.989128591,0.554186168
202005,5.58,0.0558,2.47,-4.88,0.01,0.04,0.0246,-0.0489,3.305500669,1.013461155,0.527086465
202006,2.46,0.0246,2.69,-2.2,0.01,0.02,0.0268,-0.0221,3.386815985,1.040621914,0.515437854
202007,5.77,0.0577,-2.33,-1.41,0.01,0.05,-0.0234,-0.0142,3.582235268,1.016271361,0.508118636
202008,7.63,0.0763,-0.22,-2.97,0.01,0.07,-0.0023,-0.0298,3.855559819,1.013933937,0.492976701
202009,-3.63,-0.0363,0.02,-2.71,0.01,-0.04,0.0001,-0.0272,3.715602997,1.01403533,0.479567735
202010,-2.1,-0.021,4.38,4.25,0.01,-0.03,0.0437,0.0424,3.637575334,1.058348674,0.499901407
202011,12.47,0.1247,5.8,2.09,0.01,0.1,0.0579,0.0208,4.091180979,1.119627062,0.510299356
202012,4.63,0.0463,4.89,-1.51,0.01,0.04,0.0488,-0.0152,4.280602658,1.174264863,0.502542806
202101,-0.03,-0.0003,7.36,3.01,0.01,-0.01,0.0735,0.03,4.279318477,1.26057333,0.51761909
