,cum_return,Date
0,1.0554317102,2002-02-01
1,1.046819976365108,2002-03-01
2,1.0314248125701313,2002-04-01
3,1.0083916773680406,2002-05-01
4,0.9083682903302547,2002-06-01
5,0.9777189182059842,2002-07-01
6,0.9326107852145638,2002-08-01
7,0.9779462700830039,2002-09-01
8,1.053805780041977,2002-10-01
9,0.979319859857006,2002-11-01
10,0.9526561056703644,2002-12-01
11,0.8658955513403873,2003-01-01
12,0.9301780365505605,2003-02-01
13,1.1287394461459177,2003-03-01
14,1.316272363814334,2003-04-01
15,1.2884855378218256,2003-05-01
16,1.3290977183305879,2003-06-01
17,1.3983711646537609,2003-07-01
18,1.3342605336051,2003-08-01
19,1.4155401192341948,2003-09-01
20,1.470253225350169,2003-10-01
21,1.520922776750655,2003-11-01
22,1.6009883842430936,2003-12-01
23,1.6203797669315423,2004-01-01
24,1.6554785004593817,2004-02-01
25,1.6900222518938146,2004-03-01
26,1.7507090066901219,2004-04-01
27,1.8415987333556871,2004-05-01
28,1.8039425257061494,2004-06-01
29,1.8227587643508814,2004-07-01
30,1.813397447890839,2004-08-01
31,1.8526124888541664,2004-09-01
32,1.9161263276812424,2004-10-01
33,1.98821338359815,2004-11-01
34,1.95589141712003,2004-12-01
35,2.060628211212463,2005-01-01
36,2.120234502681467,2005-02-01
37,2.04184620277045,2005-03-01
38,2.114793980563409,2005-04-01
39,2.212234538453664,2005-05-01
40,2.3017932999872754,2005-06-01
41,2.252634993136123,2005-07-01
42,2.332405618589116,2005-08-01
43,2.331927986700617,2005-09-01
44,2.4134651695362965,2005-10-01
45,2.477553446609372,2005-11-01
46,2.57348602510323,2005-12-01
47,2.569410991175963,2006-01-01
48,2.5735070079951727,2006-02-01
49,2.630223482273343,2006-03-01
50,2.6030649813522238,2006-04-01
51,2.6315908038932605,2006-05-01
52,2.671834192102939,2006-06-01
53,2.688990293007497,2006-07-01
54,2.7730129320822505,2006-08-01
55,2.886859831764109,2006-09-01
56,3.0085453872774885,2006-10-01
57,3.100604893797624,2006-11-01
58,3.1302595095519004,2006-12-01
59,3.052930974754974,2007-01-01
60,3.0571808559210427,2007-02-01
61,3.1401867180097818,2007-03-01
62,3.259953373490754,2007-04-01
63,3.1852857091825255,2007-05-01
64,3.019400596829478,2007-06-01
65,2.9884550174560855,2007-07-01
66,3.0692118924228486,2007-08-01
67,3.1579267889723948,2007-09-01
68,2.8969729419275754,2007-10-01
69,2.8633833540171514,2007-11-01
70,2.7106597083562507,2007-12-01
71,2.504500034647197,2008-01-01
72,2.463208800899475,2008-02-01
73,2.586076494982805,2008-03-01
74,2.6472096141182893,2008-04-01
75,2.459603679192381,2008-05-01
76,2.4455929846187203,2008-06-01
77,2.51635482293144,2008-07-01
78,2.208546965891648,2008-08-01
79,1.9633523855742876,2008-09-01
80,1.8515975978980281,2008-10-01
81,1.9588101504745024,2008-11-01
82,1.76864483022691,2008-12-01
83,1.615501020213062,2009-01-01
84,1.8733812606812918,2009-02-01
85,2.3856933362714865,2009-03-01
86,2.581204756222375,2009-04-01
87,2.4281317627348136,2009-05-01
88,2.8763265899328743,2009-06-01
89,3.142286778983725,2009-07-01
90,3.469378556039819,2009-08-01
91,3.151531330689744,2009-09-01
92,3.4229961560265867,2009-10-01
93,3.6670347921388533,2009-11-01
94,3.6955065442514314,2009-12-01
95,3.8294428378240744,2010-01-01
96,4.065036104502296,2010-02-01
97,4.134245663691049,2010-03-01
98,3.8183457385985204,2010-04-01
99,3.5477197708792656,2010-05-01
100,3.948054454527805,2010-06-01
101,3.7718689941442087,2010-07-01
