,cum_return,Date
130,4.350940406918195,2012-12-01
131,4.3878760898260545,2013-01-01
132,4.5839223447603965,2013-02-01
133,4.654893738839091,2013-03-01
134,4.665937941353073,2013-04-01
135,4.75199230271037,2013-05-01
136,5.049393117875748,2013-06-01
137,4.8794444816005855,2013-07-01
138,5.089343431345322,2013-08-01
139,5.300882508146483,2013-09-01
140,5.483792779819973,2013-10-01
141,5.6252258681717215,2013-11-01
142,5.400303786695638,2013-12-01
143,5.713804232329974,2014-01-01
144,5.758679392402735,2014-02-01
145,5.844483371942208,2014-03-01
146,5.986118076450499,2014-04-01
147,6.260586534998799,2014-05-01
148,6.0668033026066075,2014-06-01
149,6.379376630749983,2014-07-01
150,6.3388217218095075,2014-08-01
151,6.663925309994004,2014-09-01
152,7.0371771373640515,2014-10-01
153,7.084439289214616,2014-11-01
154,7.016070075786657,2014-12-01
155,7.393030002044049,2015-01-01
156,7.35276459586306,2015-02-01
157,7.151879578239813,2015-03-01
158,7.210778373192454,2015-04-01
159,7.0833982507913795,2015-05-01
160,7.356168494635086,2015-06-01
161,7.129497474124316,2015-07-01
162,7.059797967733444,2015-08-01
163,7.606859079442653,2015-09-01
164,7.722726892312387,2015-10-01
165,7.657857403815366,2015-11-01
166,7.283967442680063,2015-12-01
167,7.2945752785845706,2016-01-01
168,7.774765849087147,2016-02-01
169,7.821191029171086,2016-03-01
170,7.882525181275903,2016-04-01
171,7.885944070578107,2016-05-01
172,8.029827224582545,2016-06-01
173,8.032931662070363,2016-07-01
174,8.096937171171545,2016-08-01
175,7.84627842115964,2016-09-01
176,8.261154085607858,2016-10-01
177,8.252534509935332,2016-11-01
178,8.436099070157313,2016-12-01
179,8.803904218460556,2017-01-01
180,8.763795340960026,2017-02-01
181,8.789729945775903,2017-03-01
182,8.946951002468793,2017-04-01
183,9.058955647120339,2017-05-01
184,9.204196367492635,2017-06-01
185,9.058597116471793,2017-07-01
186,9.23391067605747,2017-08-01
187,9.350674085486455,2017-09-01
188,9.7855575578604,2017-10-01
189,10.007244732785301,2017-11-01
190,10.461508900683157,2017-12-01
191,10.036807808517834,2018-01-01
192,9.892957496787977,2018-02-01
193,9.824576470156003,2018-03-01
194,9.931590758367841,2018-04-01
195,9.933563474808707,2018-05-01
196,10.246760109184004,2018-06-01
197,10.306985438093257,2018-07-01
198,10.43328777722234,2018-08-01
199,9.805401047910852,2018-09-01
200,10.052805067444073,2018-10-01
201,9.06510839940058,2018-11-01
202,10.058539612873538,2018-12-01
203,10.421793140373412,2019-01-01
204,10.624093722463984,2019-02-01
205,11.174303792519689,2019-03-01
206,10.639769153889992,2019-04-01
207,11.38287105458136,2019-05-01
208,11.33129931568783,2019-06-01
209,11.039213616498017,2019-07-01
210,11.526271603698,2019-08-01
211,11.481248301500154,2019-09-01
212,11.708141583835586,2019-10-01
213,12.023779353139785,2019-11-01
214,12.173295664712986,2019-12-01
215,10.852923704713268,2020-01-01
216,8.694574171568123,2020-02-01
217,10.299663398335374,2020-03-01
218,11.012100096338234,2020-04-01
219,11.278625633526707,2020-05-01
220,12.082909137689525,2020-06-01
221,12.742748425597117,2020-07-01
222,12.150313545252871,2020-08-01
223,12.077651636926483,2020-09-01
224,13.920727990675239,2020-10-01
225,14.71657164867727,2020-11-01
226,14.661837323161263,2020-12-01
227,15.879366617876235,2021-01-01
228,16.639215326089364,2021-02-01
229,17.358235157265028,2021-03-01
230,17.58720277023575,2021-04-01
231,17.430835002727513,2021-05-01
232,17.58741621935465,2021-06-01
233,17.831771382309128,2021-07-01
234,17.081552189075456,2021-08-01
235,17.96586235097439,2021-09-01
