,cum_return,Date
158,5.169286573914951,2015-04-01
159,5.033325448174259,2015-05-01
160,5.058423454679965,2015-06-01
161,4.804690270680348,2015-07-01
162,4.79001113927991,2015-08-01
163,5.054920688479645,2015-09-01
164,5.098363641709151,2015-10-01
165,4.986113100616028,2015-11-01
166,4.756729730950443,2015-12-01
167,4.862826282128933,2016-01-01
168,5.159481591973769,2016-02-01
169,5.184979325117995,2016-03-01
170,5.198936105186009,2016-04-01
171,5.251288419044287,2016-05-01
172,5.46314425945301,2016-06-01
173,5.430135581816188,2016-07-01
174,5.397422045380381,2016-08-01
175,5.16396373723793,2016-09-01
176,5.385624814556977,2016-10-01
177,5.358830302100151,2016-11-01
178,5.471137341613539,2016-12-01
179,5.706427405156524,2017-01-01
180,5.651353037397777,2017-02-01
181,5.699904339178435,2017-03-01
182,5.878309698149859,2017-04-01
183,5.6795661043992824,2017-05-01
184,5.6621301372230395,2017-06-01
185,5.45790693466969,2017-07-01
186,5.629796805108605,2017-08-01
187,5.608659260241638,2017-09-01
188,5.921060969973671,2017-10-01
189,6.098608147887552,2017-11-01
190,6.445013024411792,2017-12-01
191,6.113625671436739,2018-01-01
192,5.995250914696962,2018-02-01
193,5.969065954462999,2018-03-01
194,6.099389355214995,2018-04-01
195,6.105557840923078,2018-05-01
196,6.344269672502348,2018-06-01
197,6.3108793440006234,2018-07-01
198,6.367149385319651,2018-08-01
199,5.818236623089552,2018-09-01
200,6.045386655094003,2018-10-01
201,5.535011028327608,2018-11-01
202,6.121324401567389,2018-12-01
203,6.344905955240361,2019-01-01
204,6.585274854775735,2019-02-01
205,6.645941709411316,2019-03-01
206,6.184126864245874,2019-04-01
207,6.775865019175492,2019-05-01
208,6.8369620993715685,2019-06-01
209,6.792294880462233,2019-07-01
210,7.1315332901774715,2019-08-01
211,7.047606597557304,2019-09-01
212,7.271589531411921,2019-10-01
213,7.540656241732006,2019-11-01
214,7.6170848124169614,2019-12-01
215,6.949427911745378,2020-01-01
216,5.746741194190043,2020-02-01
217,6.937151444331648,2020-03-01
218,7.340626170399439,2020-04-01
219,7.511661400465561,2020-05-01
220,8.231462001608092,2020-06-01
221,8.698480754118293,2020-07-01
222,8.288226010222777,2020-08-01
223,8.433591785531254,2020-09-01
224,9.659969162562387,2020-10-01
225,9.957580925675682,2020-11-01
226,9.905078674702647,2020-12-01
227,10.566768319102735,2021-01-01
228,11.283251018055996,2021-02-01
229,11.917873542964214,2021-03-01
230,12.223674918129342,2021-04-01
231,11.920383842475998,2021-05-01
232,12.160888999729062,2021-06-01
233,12.278850299658298,2021-07-01
234,11.736986076857459,2021-08-01
235,12.477336548420505,2021-09-01
